pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 18015 b,HD 18015,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,2278,71,-71,0,3.87,0.32,-0.32,0,,,,,,,,,1010.6994,73.1009,-73.1009,0,3.18,0.23,-0.23,0,Msini,0.148,0.061,-0.061,0,,,,,,,,,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5603,,,0,3.13,,,0,1.49,,,0,,,,,,3.64,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m27.27s,43.3636339,-08d50m52.94s,-8.8480392,123.801,0.7975,-0.7975,7.89,0.03,-0.03,6.204,0.02,-0.02,7.72194,0.000483,-0.000483,03-12-18,2019-04,06-12-18
HD 180314 b,HD 180314,0,1,1,Radial Velocity,2010,Subaru Telescope,Published Confirmed,0,<a refstr=SATO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASJ...62.1063S/abstract target=ref> Sato et al. 2010 </a>,396.03,0.62,-0.62,0,1.4,,,0,,,,,,,,,6992.26,,,0,22,,,0,Msini,0.257,0.01,-0.01,0,,,,,,,,,0,<a refstr=SATO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASJ...62.1063S/abstract target=ref> Sato et al. 2010 </a>,,4917,100,-100,0,9.2,0.4,-0.4,0,2.6,0.3,-0.3,0,0.2,0.09,-0.09,0,[Fe/H],2.98,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m50.27s,288.7094401,+31d51m37.58s,31.8604391,122.362,0.449,-0.449,6.61519,0.023,-0.023,4.312,0.02,-0.02,6.34583,0.0005102,-0.0005102,25-04-18,2010-08,10-09-15
HD 180314 b,HD 180314,0,1,1,Radial Velocity,2010,Subaru Telescope,Published Confirmed,0,<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>,,,,,1.34,0.02,-0.08,0,,,,,,,,,6451.7,190.7,-762.8,0,20.3,0.6,-2.4,0,Msini,,,,,,,,,,,,,0,<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>,,,,,,,,,,2.3,0.1,-0.4,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m50.27s,288.7094401,+31d51m37.58s,31.8604391,122.362,0.449,-0.449,6.61519,0.023,-0.023,4.312,0.02,-0.02,6.34583,0.0005102,-0.0005102,25-04-18,2011-08,23-07-14
HD 180314 b,HD 180314,1,1,1,Radial Velocity,2010,Subaru Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,396.03,0.62,-0.62,0,1.46,0.06,-0.06,0,,,,,,,,,6397.9179,527.5978,-527.5978,0,20.13,1.66,-1.66,0,Msini,0.26,0.01,-0.01,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4924,25,-25,0,8.13,0.3,-0.3,0,2.2,0.27,-0.27,0,0.14,,,0,[Fe/H],2.96,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m50.27s,288.7094401,+31d51m37.58s,31.8604391,122.362,0.449,-0.449,6.61519,0.023,-0.023,4.312,0.02,-0.02,6.34583,0.0005102,-0.0005102,04-09-18,2017-03,06-09-18
HD 180617 b,HD 180617,1,2,1,Radial Velocity,2018,Calar Alto Observatory,Published Confirmed,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201108867B/abstract target=ref>Burt et al. 2020</a>,105.911,0.109,-0.109,0,0.343,0.004,-0.004,0,,,,,,,,,12.214,1.05,-1.05,0,0.03843,0.0033,-0.0033,0,Msini,0.101,0.053,-0.053,0,,,,,,,,,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201108867B/abstract target=ref>Burt et al. 2020</a>,,3534,51,-51,0,0.48,0.01,-0.01,0,0.48,0.02,-0.02,0,-0.04,0.16,-0.16,0,[Fe/H],4.9,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m54.66s,289.2277322,+05d09m47.38s,5.1631615,5.91059,0.00183,-0.00183,9.12,0.1,-0.1,4.673,0.02,-0.02,8.0976,0.00109,-0.00109,10-12-20,2021-01,17-12-20
HD 180617 b,HD 180617,0,2,1,Radial Velocity,2018,Calar Alto Observatory,Published Confirmed,0,<a refstr=KAMINSKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.115K/abstract target=ref>Kaminski et al. 2018</a>,105.9,0.09,-0.1,0,0.3357,0.0099,-0.01,0,,,,,,,,,12.2,1,-1.4,0,0.03839,0.00315,-0.0044,0,Msini,0.16,0.05,-0.1,0,,,,,,,,,0,<a refstr=KAMINSKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A.115K/abstract target=ref>Kaminski et al. 2018</a>,M2.5 V,3557,51,-51,0,0.45,0.02,-0.02,0,0.45,0.04,-0.04,0,0,0.16,-0.16,0,[Fe/H],4.86,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m54.66s,289.2277322,+05d09m47.38s,5.1631615,5.91059,0.00183,-0.00183,9.12,0.1,-0.1,4.673,0.02,-0.02,8.0976,0.00109,-0.00109,10-12-20,2018-10,13-06-19
HD 180902 b,HD 180902,0,2,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..701J/abstract target=ref> Johnson et al. 2010 </a>,479,13,-13,0,1.39,0.04,-0.04,0,,,,,,,,,508.507,63.5633,-63.5633,0,1.6,0.2,-0.2,0,Msini,0.09,0.11,-0.11,0,,,,,,,,,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..701J/abstract target=ref> Johnson et al. 2010 </a>,,5030,44,-44,0,4.1,0.1,-0.1,0,1.52,0.11,-0.11,0,0.04,0.03,-0.03,0,[Fe/H],3.5,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m17.75s,289.8239604,-23d33m29.68s,-23.5582432,104.577,0.5735,-0.5735,7.78,0.03,-0.03,5.543,0.02,-0.02,7.52132,0.000261,-0.000261,03-12-18,2010-05,14-05-14
HD 180902 b,HD 180902,1,2,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,510.9,1.5,-1.5,0,1.4,0.11,-0.11,0,,,,,,,,,535.54355,13.03103,-13.03103,0,1.685,0.041,-0.041,0,Msini,0.107,0.022,-0.022,0,,,,,,,,,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4961,,,0,4.16,,,0,1.41,,,0,,,,,,3.36,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m17.75s,289.8239604,-23d33m29.68s,-23.5582432,104.577,0.5735,-0.5735,7.78,0.03,-0.03,5.543,0.02,-0.02,7.52132,0.000261,-0.000261,03-12-18,2019-04,06-12-18
HD 180902 b,HD 180902,0,2,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,479,13,-13,0,1.38,0.04,-0.04,0,,,,,,,,,495.8148,63.566,-63.566,0,1.56,0.2,-0.2,0,Msini,0.09,0.1,-0.1,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4992,3,-3,0,3.78,0.11,-0.11,0,1.52,0.09,-0.09,0,-0.01,,,0,[Fe/H],3.46,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m17.75s,289.8239604,-23d33m29.68s,-23.5582432,104.577,0.5735,-0.5735,7.78,0.03,-0.03,5.543,0.02,-0.02,7.52132,0.000261,-0.000261,03-12-18,2017-03,06-09-18
HD 181234 b,HD 181234,1,1,1,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,7593.405116,113.6102018,-121.8259842,0,7.420228,0.310584,-0.333381,0,,,,,,,,,2981.01296,320.93042,-315.7484,0,9.37932,1.00976,-0.99346,0,Mass,0.726356,0.010404,-0.009905,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.94,0.12,-0.12,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m59.97s,289.9998695,-09d19m29.89s,-9.32497,47.7458,0.1298,-0.129,8.59,0.03,-0.03,6.689,0.02,-0.02,8.36926,0.000376,-0.000376,19-09-22,2022-09,19-09-22
HD 181234 b,HD 181234,0,1,1,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,7504,79,-80,0,7.43,0.11,-0.11,0,,,,,,,,,2892.2385,508.52545,-263.79758,0,9.1,1.6,-0.83,0,Msini,0.792,0.069,-0.083,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5372.83,79.67,-79.67,0,1.06,0.02,-0.02,0,0.97,0.04,-0.04,0,0.377,0.056,-0.056,0,[Fe/H],4.37,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m59.97s,289.9998695,-09d19m29.89s,-9.32497,47.7458,0.1298,-0.129,8.59,0.03,-0.03,6.689,0.02,-0.02,8.36926,0.000376,-0.000376,20-09-21,2021-07,20-09-21
HD 181234 b,HD 181234,0,1,1,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>,7462.0575,80.355,-76.7025,0,7.52,0.16,-0.16,0,,,,,,,,,2660.2371,108.0622,-114.4188,0,8.37,0.34,-0.36,0,Msini,0.73,0.01,-0.01,0,,,,,,,,,0,<a refstr=RICKMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..71R/abstract target=ref>Rickman et al. 2019</a>,G5,5386,60,-60,0,1.05,0.07,-0.07,0,1.01,0.06,-0.06,0,0.32,0.05,-0.05,0,[Fe/H],4.25,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h19m59.97s,289.9998695,-09d19m29.89s,-9.32497,47.7458,0.1298,-0.129,8.59,0.03,-0.03,6.689,0.02,-0.02,8.36926,0.000376,-0.000376,08-04-19,2019-05,11-04-19
HD 181342 b,HD 181342,0,1,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=JONES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A..38J/abstract target=ref>Jones et al. 2016</a>,562.1,6,-6,0,1.65,0.04,-0.04,0,,,,,,,,,921.707,63.566,-63.566,0,2.9,0.2,-0.2,0,Msini,0.1,0.07,-0.07,0,,,,,,,,,0,<a refstr=JONES_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...590A..38J/abstract target=ref>Jones et al. 2016</a>,K0 III,5040,100,-100,0,5.12,0.49,-0.49,0,1.89,0.11,-0.11,0,0.2,0.08,-0.08,0,[Fe/H],3.3,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m04.18s,290.2674078,-23d37m10.92s,-23.6196996,120.391,0.694,-0.694,7.55,0.03,-0.03,5.251,0.02,-0.02,7.28405,0.000249,-0.000249,03-12-18,2016-05,17-03-16
HD 181342 b,HD 181342,0,1,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..701J/abstract target=ref> Johnson et al. 2010 </a>,663,29,-29,0,1.78,0.07,-0.07,0,,,,,,,,,1048.79,63.5633,-63.5633,0,3.3,0.2,-0.2,0,Msini,0.177,0.057,-0.057,0,,,,,,,,,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..701J/abstract target=ref> Johnson et al. 2010 </a>,,5014,44,-44,0,4.6,0.1,-0.1,0,1.84,0.13,-0.13,0,0.26,0.03,-0.03,0,[Fe/H],3.4,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m04.18s,290.2674078,-23d37m10.92s,-23.6196996,120.391,0.694,-0.694,7.55,0.03,-0.03,5.251,0.02,-0.02,7.28405,0.000249,-0.000249,03-12-18,2010-05,14-05-14
HD 181342 b,HD 181342,0,1,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,663,29,-29,0,1.78,0.06,-0.06,0,,,,,,,,,1204.5757,139.8452,-139.8452,0,3.79,0.44,-0.44,0,Msini,0.18,0.06,-0.06,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5005,18,-18,0,5.09,0.2,-0.2,0,2.25,0.31,-0.31,0,0.21,,,0,[Fe/H],3.38,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m04.18s,290.2674078,-23d37m10.92s,-23.6196996,120.391,0.694,-0.694,7.55,0.03,-0.03,5.251,0.02,-0.02,7.28405,0.000249,-0.000249,03-12-18,2017-03,06-09-18
HD 181342 b,HD 181342,1,1,1,Radial Velocity,2009,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,564.1,4.1,-4.1,0,1.592,0.091,-0.091,0,,,,,,,,,807.2882,60.3877,-60.3877,0,2.54,0.19,-0.19,0,Msini,0.022,0.051,-0.051,0,,,,,,,,,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4945,,,0,4.71,,,0,1.69,,,0,,,,,,3.28,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m04.18s,290.2674078,-23d37m10.92s,-23.6196996,120.391,0.694,-0.694,7.55,0.03,-0.03,5.251,0.02,-0.02,7.28405,0.000249,-0.000249,03-12-18,2019-04,06-12-18
HD 18143 b,HD 18143,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,10.28510117,0.00213303,-0.00262898,0,0.087639,0.003445,-0.003692,0,,,,,,,,,10.50968,1.89917,-1.93844,0,0.03307,0.00598,-0.0061,0,Msini,0.224176,0.170991,-0.121999,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.85,0.1,-0.1,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h55m39.37s,43.9140248,+26d52m20.58s,26.8723829,22.5243,0.023,-0.023,7.518,0.091,-0.091,5.427,0.018,-0.018,7.33209,0.000336,-0.000336,21-09-22,2022-09,21-09-22
HD 18143 c,HD 18143,1,1,2,Radial Velocity,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,28982.41764,18264.56731,-7978.167085,0,17.521435,6.595616,-3.437809,0,,,,,,,,,3115.44391,685.4696,-532.34641,0,9.80228,2.15673,-1.67495,0,Mass,0.194257,0.021206,-0.096677,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,,,,,,,0.85,0.1,-0.1,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h55m39.37s,43.9140248,+26d52m20.58s,26.8723829,22.5243,0.023,-0.023,7.518,0.091,-0.091,5.427,0.018,-0.018,7.33209,0.000336,-0.000336,19-09-22,2022-09,19-09-22
HD 181433 b,HD 181433,0,1,3,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=HORNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..100H/abstract target=ref>Horner et al. 2019</a>,9.3745,0.0002,-0.0002,0,0.0801,0.0001,-0.0001,0,,,,,,,,,7.08757,0.09535,-0.09535,0,0.0223,0.0003,-0.0003,0,Msini,0.336,0.014,-0.014,0,,,,,,,,,0,<a refstr=HORNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..100H/abstract target=ref>Horner et al. 2019</a>,,4962,134,-134,0,,,,,0.78,,,0,0.33,0.13,-0.13,0,[Fe/H],4.37,0.26,-0.26,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,0.0225,-0.0225,8.4,0.03,-0.03,6.094,0.023,-0.023,8.09228,0.000274,-0.000274,03-08-21,2019-09,03-08-21
HD 181433 b,HD 181433,0,1,3,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,9.3743,0.0019,-0.0019,0,0.08,,,0,,,,,,,,,7.5,,,0,0.024,,,0,Msini,0.396,0.062,-0.062,0,,,,,,,,,0,<a refstr=BOUCHY_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..527B/abstract target=ref> Bouchy et al. 2009 </a>,K3 IV,4962,134,-134,0,,,,,0.78,,,0,0.33,0.13,-0.13,0,[Fe/H],4.37,0.26,-0.26,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,0.0225,-0.0225,8.4,0.03,-0.03,6.094,0.023,-0.023,8.09228,0.000274,-0.000274,25-04-18,2009-03,23-07-14
HD 181433 b,HD 181433,0,1,3,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=CAMPANELLA_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.418.1028C/abstract target=ref>Campanella 2011</a>,9.37459,,,0,0.08013,,,0,,,,,,,,,7.42102,,,0,0.02335,,,0,Msini,0.3884,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4929.63,127.52,-146,0,0.81,0.07,-0.05,0,0.81,0.09,-0.1,0,0.401,0.037,-0.037,0,[M/H],4.53,0.08,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,0.0225,-0.0225,8.4,0.03,-0.03,6.094,0.023,-0.023,8.09228,0.000274,-0.000274,25-04-18,2011-12,12-02-15
HD 181433 b,HD 181433,1,1,3,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,9.3743,0.0019,-0.0019,0,0.08,0,0,0,,,,,,,,,6.3566,0,0,0,0.02,0,0,0,Msini,0.4,0.06,-0.06,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4918,15,-15,0,0.79,0.01,-0.01,0,0.63,0.07,-0.07,0,0.38,,,0,[Fe/H],4.45,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,0.0225,-0.0225,8.4,0.03,-0.03,6.094,0.023,-0.023,8.09228,0.000274,-0.000274,04-09-18,2017-03,06-09-18
HD 181433 c,HD 181433,0,1,3,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=HORNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..100H/abstract target=ref>Horner et al. 2019</a>,1014.5,0.6,-0.6,0,1.819,0.001,-0.001,0,,,,,,,,,214.21635,0.95349,-0.95349,0,0.674,0.003,-0.003,0,Msini,0.235,0.003,-0.003,9,,,,,,,,,0,<a refstr=HORNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..100H/abstract target=ref>Horner et al. 2019</a>,,4962,134,-134,0,,,,,0.78,,,0,0.33,0.13,-0.13,0,[Fe/H],4.37,0.26,-0.26,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,0.0225,-0.0225,8.4,0.03,-0.03,6.094,0.023,-0.023,8.09228,0.000274,-0.000274,03-08-21,2019-09,03-08-21
HD 181433 c,HD 181433,0,1,3,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=CAMPANELLA_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.418.1028C/abstract target=ref>Campanella 2011</a>,975.41,,,0,1.7731,,,0,,,,,,,,,207.47704,,,0,0.65282,,,0,Msini,0.26912,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4929.63,127.52,-146,0,0.81,0.07,-0.05,0,0.81,0.09,-0.1,0,0.401,0.037,-0.037,0,[M/H],4.53,0.08,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m08.97s,291.2873731,-66d28m04.02s,-66.4677838,26.8762,0.0225,-0.0225,8.4,0.03,-0.03,6.094,0.023,-0.023,8.09228,0.000274,-0.000274,12-02-15,2011-12,12-02-15
