pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 17674 b,HD 17674,1,1,1,Radial Velocity,2017,Haute-Provence Observatory,Published Confirmed,0,<a refstr=REY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...601A...9R/abstract target=ref>Rey et al. 2017</a>,623.8,1.6,-1.5,0,1.42,0.04,-0.05,0,,,,,,,,,276.5121,22.2481,-19.0698,0,0.87,0.07,-0.06,0,Msini,0.13,,,1,,,,,,,,,0,<a refstr=REY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...601A...9R/abstract target=ref>Rey et al. 2017</a>,G0 V,5904,22,-22,0,1.18,0.1,-0.1,0,0.98,0.1,-0.1,0,-0.16,0.02,-0.02,0,[Fe/H],4.34,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h51m04.44s,42.7684964,+30d17m11.75s,30.2865981,44.4264,0.0861,-0.0859,7.535,0.019,-0.019,6.093,0.029,-0.029,7.40113,0.000221,-0.000221,02-03-17,2017-05,02-03-17
HD 176986 b,HD 176986,1,1,2,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..41S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2018</a>,6.4898,0.00086,-0.00086,0,0.06296,0.00013,-0.00013,0,,,,,,,,,5.74,0.66,-0.66,0,0.01806,0.00208,-0.00208,0,Msini,0.066,0.066,-0.066,0,83.5,6.9,-6.9,0,,,,,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..41S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2018</a>,K2.5 V,4931,77,-77,0,0.78,0.04,-0.04,0,0.79,0.02,-0.02,0,0.03,0.05,-0.05,0,[Fe/H],4.44,0.17,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h03m05.74s,285.7739138,-11d02m41.79s,-11.044941,27.7843,0.0483,-0.0481,8.42,0.03,-0.03,6.22,0.031,-0.031,8.14249,0.000548,-0.000548,19-12-17,2018-04,21-12-17
HD 176986 c,HD 176986,1,1,2,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..41S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2018</a>,16.8191,0.0044,-0.0044,0,0.11878,0.00025,-0.00025,0,,,,,,,,,9.18,0.97,-0.97,0,0.02888,0.00305,-0.00305,0,Msini,0.111,0.08,-0.08,0,23.5,4.5,-4.5,0,,,,,0,<a refstr=SU_AACUTE_REZ_MASCARE_NTILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...612A..41S/abstract target=ref>Su&aacute;rez Mascare&ntilde;o et al. 2018</a>,K2.5 V,4931,77,-77,0,0.78,0.04,-0.04,0,0.79,0.02,-0.02,0,0.03,0.05,-0.05,0,[Fe/H],4.44,0.17,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h03m05.74s,285.7739138,-11d02m41.79s,-11.044941,27.7843,0.0483,-0.0481,8.42,0.03,-0.03,6.22,0.031,-0.031,8.14249,0.000548,-0.000548,19-12-17,2018-04,21-12-17
HD 177565 b,HD 177565,1,1,1,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.4794F/abstract target=ref>Feng et al. 2017</a>,44.505,0.586,-0.293,0,0.246,0.019,-0.019,0,,,,,,,,,15.1,6.4,-6.05,0,0.04751,0.02014,-0.01904,0,Msini,0.0593,0.1717,-0.05745,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.470.4794F/abstract target=ref>Feng et al. 2017</a>,,,,,,,,,,1,0.1,-0.1,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h06m52.22s,286.7175787,-37d48m44.06s,-37.8122394,16.9179,0.0192,-0.0192,6.15,0.03,-0.03,4.539,0.018,-0.018,5.9739,0.0009324,-0.0009324,13-06-17,2017-10,15-06-17
HD 177830 b,HD 177830,0,2,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,406.6,0.4,-0.4,0,1.2218,0.0008,-0.0008,0,,,,,,,,,473.547,9.5345,-9.5345,0,1.49,0.03,-0.03,0,Msini,0.009,0.004,-0.004,0,,,,,,,,,0,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,,4949,,,0,2.62,0.06,-0.06,0,1.47,,,0,0.545,0.03,-0.03,0,[Fe/H],3.65,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,0.1244,-0.1244,7.18,0.03,-0.03,4.809,0.027,-0.027,6.8866,0.000195,-0.000195,28-01-19,2011-02,31-01-19
HD 177830 b,HD 177830,1,2,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,410.10001,2.2,-2.2,0,1.14,0.03,-0.03,0,,,,,,,,,537.1327,63.566,-63.566,0,1.69,0.2,-0.2,0,Msini,0.1,0.05,-0.05,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4901,37,-37,0,3.26,0.12,-0.12,0,1.7,0.28,-0.28,0,0.42,,,0,[Fe/H],3.64,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,0.1244,-0.1244,7.18,0.03,-0.03,4.809,0.027,-0.027,6.8866,0.000195,-0.000195,04-09-18,2017-03,06-09-18
HD 177830 b,HD 177830,0,2,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,410.1,2.2,-2.2,0,1.227,0.071,-0.071,0,,,,,,,,,486.3,41.3,-41.3,0,1.53,0.13,-0.13,0,Msini,0.096,0.048,-0.048,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4923.79,16.87,-16.87,0,3.31,,,0,,,,,0.394,0.018,-0.018,0,[M/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,0.1244,-0.1244,7.18,0.03,-0.03,4.809,0.027,-0.027,6.8866,0.000195,-0.000195,25-04-18,2006-07,23-07-14
HD 177830 b,HD 177830,0,2,2,Radial Velocity,1999,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,407.37,0.21,-0.22,0,1.18,0.04,-0.043,0,,,,,,,,,428.43269,30.51153,-31.46501,0,1.348,0.096,-0.099,0,Msini,0.028,0.017,-0.017,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,4744.94,66.82,-66.82,0,3.58,0.09,-0.09,0,1.32,0.14,-0.14,0,0.353,0.057,-0.057,0,[Fe/H],3.45,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,0.1244,-0.1244,7.18,0.03,-0.03,4.809,0.027,-0.027,6.8866,0.000195,-0.000195,20-09-21,2021-05,20-09-21
HD 177830 c,HD 177830,1,2,2,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,110.9,0.1,-0.1,0,0.5137,0.0003,-0.0003,0,,,,,,,,,47.6725,6.35633,-6.35633,0,0.15,0.02,-0.02,0,Msini,0.3,0.1,-0.1,0,,,,,,,,,0,<a refstr=MESCHIARI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..117M/abstract target=ref> Meschiari et al. 2011 </a>,,4949,,,0,2.62,0.06,-0.06,0,1.47,,,0,0.545,0.03,-0.03,0,[Fe/H],3.65,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,0.1244,-0.1244,7.18,0.03,-0.03,4.809,0.027,-0.027,6.8866,0.000195,-0.000195,28-01-19,2011-02,31-01-19
HD 177830 c,HD 177830,0,2,2,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,111.163,0.064,-0.052,0,0.496,0.017,-0.018,0,,,,,,,,,33.05415,5.08525,-4.76743,0,0.104,0.016,-0.015,0,Msini,0.54,0.12,-0.15,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,4744.94,66.82,-66.82,0,3.58,0.09,-0.09,0,1.32,0.14,-0.14,0,0.353,0.057,-0.057,0,[Fe/H],3.45,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.7674,0.1244,-0.1244,7.18,0.03,-0.03,4.809,0.027,-0.027,6.8866,0.000195,-0.000195,20-09-21,2021-05,20-09-21
HD 178911 B b,HD 178911 B,0,3,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,71.484,0.002,-0.002,0,0.339,0.006,-0.006,0,,,,,,,,,2234.25,88.99,-88.99,0,7.03,0.28,-0.28,0,Msini,0.114,0.003,-0.003,0,,,,,,,,,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,G5,5668,44,-44,0,,,,,1.01,0.06,-0.06,0,0.34,0.03,-0.03,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m03.17s,287.2632091,+34d36m02.51s,34.6006972,40.9727,0.0464,-0.0462,7.97,0.03,-0.03,6.375,0.023,-0.023,7.86705,0.000258,-0.000258,25-04-18,2009-05,14-05-14
HD 178911 B b,HD 178911 B,1,3,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,71.484,0.02,-0.02,0,0.34,0.01,-0.01,0,,,,,,,,,2552.1749,797.7533,-797.7533,0,8.03,2.51,-2.51,0,Msini,0.11,0,0,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5588,115,-115,0,1.08,0.05,-0.05,0,1.24,0.58,-0.58,0,0.24,,,0,[Fe/H],4.46,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m03.17s,287.2632091,+34d36m02.51s,34.6006972,40.9727,0.0464,-0.0462,7.97,0.03,-0.03,6.375,0.023,-0.023,7.86705,0.000258,-0.000258,04-09-18,2017-03,06-09-18
HD 178911 B b,HD 178911 B,0,3,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,71.511,0.011,-0.011,0,0.345,0.02,-0.02,0,,,,,,,,,2336.0505,190.698,-190.698,0,7.35,0.6,-0.6,0,Msini,0.139,0.014,-0.014,0,,,,,,,,,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5668,,,0,,,,,1.06,,,0,0.285,,,0,[Fe/H],4.55,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m03.17s,287.2632091,+34d36m02.51s,34.6006972,40.9727,0.0464,-0.0462,7.97,0.03,-0.03,6.375,0.023,-0.023,7.86705,0.000258,-0.000258,25-04-18,2006-07,28-01-16
HD 178911 B b,HD 178911 B,0,3,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,71.479,0.0018,-0.0019,0,0.3399,0.0053,-0.0055,0,,,,,,,,,2247.04684,69.92225,-73.10053,0,7.07,0.22,-0.23,0,Msini,0.1132,0.0025,-0.0025,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5576.1,88.84,-88.84,0,1.03,0.02,-0.02,0,1.03,0.05,-0.05,0,0.26,0.06,-0.06,0,[Fe/H],4.42,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m03.17s,287.2632091,+34d36m02.51s,34.6006972,40.9727,0.0464,-0.0462,7.97,0.03,-0.03,6.375,0.023,-0.023,7.86705,0.000258,-0.000258,20-09-21,2021-05,20-09-21
HD 178911 B b,HD 178911 B,0,3,1,Radial Velocity,2001,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ZUCKER_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...568..363Z/abstract target=ref> Zucker et al. 2002 </a>,71.487,0.018,-0.018,0,,,,,,,,,,,,,1999.78636,18.75197,-18.75197,0,6.292,0.059,-0.059,0,Msini,0.1243,0.0075,-0.0075,0,,,,,,,,,0,<a refstr=ZUCKER_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002ApJ...568..363Z/abstract target=ref> Zucker et al. 2002 </a>,,,,,,,,,,0.87,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m03.17s,287.2632091,+34d36m02.51s,34.6006972,40.9727,0.0464,-0.0462,7.97,0.03,-0.03,6.375,0.023,-0.023,7.86705,0.000258,-0.000258,25-04-18,2002-03,21-01-16
HD 179079 b,HD 179079,0,1,1,Radial Velocity,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,14.476,0.011,-0.011,0,0.12,0,0,0,,,,,,,,,31.783,3.1783,-3.1783,0,0.1,0.01,-0.01,0,Msini,0.12,0.09,-0.09,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5730,26,-26,0,1.7,0.04,-0.04,0,1.53,0.14,-0.14,0,0.25,,,0,[Fe/H],4.16,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m09.69s,287.7903733,-02d38m19.57s,-2.6387703,69.7116,0.3982,-0.3938,7.95,0.03,-0.03,6.311,0.026,-0.026,7.77454,0.000316,-0.000316,25-09-18,2017-03,06-09-18
HD 179079 b,HD 179079,1,1,1,Radial Velocity,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,14.479,0.01,-0.01,0,0.1214,0.0068,-0.0068,0,,,,,,,,,25.74423,6.3566,-6.3566,0,0.081,0.02,-0.02,0,Msini,0.049,0.087,-0.087,0,,,,,,,,,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5 IV,5646,,,0,1.63,0.09,-0.09,0,1.14,0.19,-0.19,0,0.24,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m09.69s,287.7903733,-02d38m19.57s,-2.6387703,69.7116,0.3982,-0.3938,7.95,0.03,-0.03,6.311,0.026,-0.026,7.77454,0.000316,-0.000316,25-09-18,2018-11,27-09-18
HD 179079 b,HD 179079,0,1,1,Radial Velocity,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=VALENTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...702..989V/abstract target=ref> Valenti et al. 2009 </a>,14.476,0.011,-0.011,0,0.1216,0.001,-0.001,0,,,,,,,,,27.5,2.5,-2.5,0,0.0866,0.008,-0.008,0,Msini,0.115,0.087,-0.087,0,,,,,,,,,0,<a refstr=VALENTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...702..989V/abstract target=ref> Valenti et al. 2009 </a>,G5 IV,5684,44,-44,0,1.6,0.09,-0.09,0,1.15,0.03,-0.03,0,0.25,0.03,-0.03,0,[Fe/H],4.06,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m09.69s,287.7903733,-02d38m19.57s,-2.6387703,69.7116,0.3982,-0.3938,7.95,0.03,-0.03,6.311,0.026,-0.026,7.77454,0.000316,-0.000316,25-09-18,2009-09,09-07-14
HD 179949 b,HD 179949,0,1,1,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=TINNEY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...551..507T/abstract target=ref> Tinney et al. 2001 </a>,3.093,0.001,-0.001,0,0.045,0.004,-0.004,0,,,,,,,,,266.9772,15.8915,-15.8915,0,0.84,0.05,-0.05,0,Msini,0.05,0.03,-0.03,0,,,,,,,,,0,<a refstr=TINNEY_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001ApJ...551..507T/abstract target=ref> Tinney et al. 2001 </a>,F8 V,,,,,,,,,1.24,0.1,-0.1,0,0.22,0.07,-0.07,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m33.36s,288.8890182,-24d10m47.26s,-24.1797939,27.4573,0.0578,-0.0577,6.25,0.03,-0.03,4.936,0.018,-0.018,6.1106,0.0009542,-0.0009542,12-10-16,2001-04,13-10-16
HD 179949 b,HD 179949,0,1,1,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,3.0925,0.00003,-0.00003,0,0.045,0.001,-0.001,0,,,,,,,,,301.93,12.71,-12.71,0,0.95,0.04,-0.04,0,Msini,0.022,0.014,-0.014,0,,,,,,,,,0,<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>,F8 V,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m33.36s,288.8890182,-24d10m47.26s,-24.1797939,27.4573,0.0578,-0.0577,6.25,0.03,-0.03,4.936,0.018,-0.018,6.1106,0.0009542,-0.0009542,18-09-14,2007-01,18-09-14
HD 179949 b,HD 179949,0,1,1,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,3.092535,0.000017,-0.000016,0,0.04439,0.00045,-0.00046,0,,,,,,,,,307.34007,9.53485,-9.85268,0,0.967,0.03,-0.031,0,Msini,0.016,0.017,-0.011,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,6176.2,90.22,-90.22,0,1.27,0.03,-0.03,0,1.22,0.04,-0.04,0,0.155,0.056,-0.056,0,[Fe/H],4.32,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m33.36s,288.8890182,-24d10m47.26s,-24.1797939,27.4573,0.0578,-0.0577,6.25,0.03,-0.03,4.936,0.018,-0.018,6.1106,0.0009542,-0.0009542,09-05-22,2021-05,09-05-22
HD 179949 b,HD 179949,1,1,1,Radial Velocity,2000,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,3.092514,0.000032,-0.000032,0,0.0443,0.0026,-0.0026,0,,,,,,,,,291.12,24.154,-24.154,0,0.916,0.076,-0.076,0,Msini,0.022,0.015,-0.015,0,,,,,,,,,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,6168,,,0,,,,,1.21,,,0,0.137,,,0,[Fe/H],4.34,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m33.36s,288.8890182,-24d10m47.26s,-24.1797939,27.4573,0.0578,-0.0577,6.25,0.03,-0.03,4.936,0.018,-0.018,6.1106,0.0009542,-0.0009542,09-07-14,2006-07,09-07-14
HD 180053 b,HD 180053,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,213.72,0.47,-0.47,0,0.843,0.063,-0.063,0,,,,,,,,,697.31902,20.34112,-20.34112,0,2.194,0.064,-0.064,0,Msini,0.081,0.029,-0.029,0,,,,,,,,,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,5131,,,0,4.06,,,0,1.75,,,0,,,,,,3.54,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m36.20s,288.4008374,+34d54m52.80s,34.9146658,137.043,0.609,-0.609,7.93,0.03,-0.03,5.84,0.017,-0.017,7.70327,0.000421,-0.000421,03-12-18,2019-04,06-12-18
